target,monthly_income,time_of_month,savings,guests
3.97,4482,28,low,0
4.61,6033,13,medium,0
1.0,1211,1,low,0
3.89,9651,5,medium,0
4.15,5643,25,high,0
2.62,8123,28,medium,0
3.02,3999,31,low,0
1.86,5631,14,medium,0
2.85,5995,12,medium,0
1.88,2026,29,medium,0
4.9,9758,11,high,0
4.28,3726,2,high,0
1.08,3240,24,low,0
4.3,5003,12,high,0
4.3,5476,21,high,0
3.99,7022,4,medium,0
2.74,7395,31,low,0
1.28,1846,2,medium,0
3.31,9585,27,medium,0
2.65,5359,7,low,0
5.0,4559,11,medium,0
2.32,6686,23,low,0
3.75,5511,8,high,0
1.76,5110,8,high,0
4.02,3773,5,medium,0
1.87,2860,24,medium,0
5.0,5817,15,medium,0
2.81,5476,11,low,0
4.8,5325,10,low,1
4.4,5113,22,medium,0
3.89,6643,29,low,0
3.72,8326,14,medium,0
3.63,9499,23,low,0
3.77,8193,29,medium,0
2.87,8305,4,low,0
1.6,4310,28,medium,0
1.45,2782,18,medium,0
2.81,7458,7,low,0
4.06,5604,23,high,0
3.0,4983,25,medium,1
3.02,2255,25,medium,0
4.27,8695,19,high,0
3.49,8775,21,high,0
4.39,7371,26,high,0
3.07,6678,24,medium,0
2.37,5115,24,low,0
3.16,1435,6,high,0
2.02,1725,23,low,0
2.07,3161,2,high,0
4.66,7554,3,low,0
1.16,2694,25,high,0
3.15,3162,19,medium,0
3.58,2870,20,medium,0
5.0,4982,31,high,0
3.88,1738,10,high,0
4.91,6896,16,high,0
3.56,1185,16,high,0
3.15,7971,24,medium,1
4.92,3310,20,low,0
3.94,7263,17,low,0
1.0,1694,12,low,0
3.91,7168,9,high,0
4.74,7546,22,medium,0
3.92,9468,10,medium,1
3.69,9366,5,low,0
1.23,2916,1,low,0
4.33,7905,12,medium,0
5.0,4313,7,medium,0
5.0,3127,27,medium,1
5.0,3316,7,low,0
2.04,1897,22,low,0
3.9,5101,18,medium,0
2.48,4595,9,medium,0
2.98,6208,29,low,0
4.17,4448,11,low,0
2.77,2261,28,low,1
3.98,9403,30,high,0
2.33,9730,26,medium,0
4.97,8539,2,high,0
3.83,2849,10,medium,0
1.34,5311,28,low,0
4.67,7448,24,medium,0
4.72,4336,12,high,1
2.21,1522,14,medium,0
5.0,3087,15,high,0
4.05,5867,4,low,1
5.0,6036,4,medium,0
3.33,9247,21,high,0
3.41,9158,29,medium,0
3.94,6023,4,high,0
1.64,7141,4,medium,0
5.0,7925,10,high,0
3.05,3252,6,medium,0
2.52,3387,24,low,1
3.57,1741,1,high,0
2.64,1609,12,low,0
3.01,6996,8,low,0
2.98,9764,20,high,0
4.43,5595,3,high,0
3.71,7424,9,low,0
4.66,8322,3,low,1
4.13,4090,15,medium,1
1.0,1460,26,high,0
3.91,4590,3,medium,1
2.4,2966,21,medium,1
1.0,6690,11,low,0
2.83,3690,15,high,0
4.44,3271,3,high,0
1.99,7220,3,low,0
2.76,8351,3,medium,0
3.9,2669,3,high,0
1.04,8857,25,medium,0
4.47,6741,15,high,0
3.23,1271,5,medium,0
1.67,5822,24,high,0
4.1,5667,18,high,0
2.44,1373,24,medium,1
2.1,2375,15,high,0
5.0,3279,2,high,0
3.51,7069,1,medium,1
2.82,9996,9,low,1
3.94,7153,25,medium,0
3.51,1122,24,medium,0
2.57,7784,22,low,0
3.78,7856,14,low,0
5.0,8658,28,medium,0
2.77,1320,19,medium,0
2.94,1188,30,low,0
2.0,4236,2,medium,0
3.27,9581,6,low,0
3.22,1397,12,low,0
2.08,7515,28,low,0
2.08,1713,24,low,1
2.77,2989,5,medium,0
5.0,6965,10,low,0
3.94,6793,9,high,0
3.49,9185,20,medium,0
3.92,3398,9,medium,0
2.82,9942,23,high,0
2.36,8807,19,medium,0
3.1,7125,31,medium,0
4.87,2527,14,medium,0
4.55,4559,15,high,0
4.54,8539,21,high,0
3.66,2785,8,medium,0
3.87,7792,11,medium,0
3.89,8199,3,high,0
3.67,3863,17,medium,0
4.62,8629,12,low,1
3.25,3898,7,medium,0
2.84,7594,20,low,0
4.27,7370,3,high,0
5.0,8636,6,low,1
4.18,7893,15,medium,0
2.59,2339,29,high,0
5.0,6305,3,medium,0
1.91,9117,17,medium,0
4.74,3144,3,high,0
2.75,6377,4,high,0
4.59,4150,25,medium,0
4.02,2169,7,low,0
2.96,5256,2,medium,0
4.5,8513,3,medium,0
4.58,6094,19,low,1
2.28,9184,16,medium,0
2.28,7953,5,medium,0
3.31,1588,16,low,0
2.69,2999,15,high,0
2.44,2136,23,medium,0
3.49,3086,16,low,0
2.57,9785,21,low,1
3.18,5518,6,low,0
4.91,7187,6,medium,0
2.7,3532,14,medium,1
3.8,8836,12,low,0
2.6,1913,18,medium,0
3.14,6648,15,low,0
3.06,9806,7,low,0
3.34,9053,31,low,0
3.74,9294,13,medium,0
4.4,9173,25,medium,0
2.4,3138,11,medium,0
4.61,2731,15,medium,0
2.96,6189,3,low,0
5.0,8238,27,high,0
4.39,6338,25,low,0
3.06,5478,15,medium,0
5.0,9055,12,high,0
3.63,1658,2,high,0
4.29,8027,13,medium,0
3.85,2770,29,low,1
2.6,2374,28,low,0
1.66,4119,28,low,0
2.99,8573,11,low,0
2.51,2094,29,low,0
5.0,5112,6,high,0
2.72,6903,22,high,0
5.0,9275,8,high,0
5.0,9283,3,low,0
3.07,9774,5,high,0
2.66,6949,14,low,1
4.2,8786,21,low,0
2.24,1256,16,low,0
1.53,4118,11,medium,0
4.98,6968,17,medium,0
3.44,1717,2,low,1
2.21,7652,12,medium,0
2.91,7160,21,low,1
3.21,8051,18,low,0
2.96,7281,31,low,0
4.57,4600,9,high,0
3.01,2140,23,high,0
4.03,8357,27,medium,1
3.07,3058,10,high,0
1.97,2249,16,low,0
3.03,1380,4,medium,0
3.68,7182,12,high,0
4.39,6666,25,high,0
4.23,8723,5,low,1
1.0,2407,28,low,0
4.09,7200,9,low,0
5.0,8116,9,high,0
5.0,8154,11,medium,0
4.45,8983,20,high,0
3.12,5414,16,high,0
2.54,9797,16,high,0
3.18,5531,29,high,0
4.54,8151,27,high,0
4.96,9728,15,medium,0
2.82,9996,29,low,1
2.67,6647,13,high,0
3.74,7080,20,low,0
2.11,4320,11,medium,0
1.46,2664,3,low,0
3.6,5890,1,low,0
3.61,2540,14,low,1
3.28,2361,31,high,0
2.57,1268,30,medium,0
1.0,2855,30,high,0
3.29,5455,11,medium,0
3.36,7244,26,low,1
3.89,2122,9,high,0
2.07,6195,7,low,0
3.03,7707,19,low,0
2.53,2026,28,medium,0
1.18,5428,9,medium,0
1.0,3488,16,medium,0
4.87,5856,4,medium,1
3.67,2337,28,high,0
5.0,7507,15,high,0
2.81,1415,12,low,0
2.11,1854,2,low,0
4.44,8498,27,low,1
3.14,9101,12,low,0
3.15,3112,15,medium,0
2.49,5531,12,low,0
1.6,7540,26,medium,0
1.28,2211,14,low,0
3.18,2233,1,medium,0
5.0,7469,6,medium,0
3.16,9431,31,medium,0
4.78,9468,20,high,1
3.76,9444,6,high,0
1.08,4376,20,low,0
2.92,7963,31,low,0
3.72,2651,6,high,0
3.95,4553,28,high,1
2.71,8207,28,low,0
2.65,1502,10,low,0
2.94,2664,10,low,0
4.12,4754,20,high,0
3.5,5356,1,low,0
3.28,3110,21,high,0
3.57,4993,23,high,0
2.78,9498,16,low,0
2.39,2515,2,high,0
4.76,9956,29,high,0
3.46,5353,11,high,0
4.86,8585,16,high,0
3.45,4444,21,medium,0
3.66,6970,13,medium,0
3.08,8453,27,high,0
1.43,8785,24,low,0
4.51,2086,3,low,0
2.34,9699,28,medium,0
2.87,6047,13,low,0
2.93,4125,13,low,0
2.74,5406,15,low,0
2.15,1905,24,high,0
2.61,7384,2,low,0
3.62,4063,9,low,0
3.01,4659,21,low,0
3.89,9464,29,high,0
3.69,4017,22,high,0
2.92,4566,18,high,0
3.87,2409,11,high,0
2.56,7392,27,low,0
4.03,3125,6,low,0
3.72,1025,18,medium,0
4.39,7641,3,medium,0
2.23,6146,27,medium,0
1.78,2604,3,low,0
4.43,9831,8,low,1
5.0,9006,6,medium,0
3.45,6596,13,high,0
3.76,3064,9,high,0
4.38,6196,3,low,0
2.56,6181,17,high,0
4.6,7641,21,medium,0
5.0,5145,17,high,0
3.5,5614,1,medium,0
1.88,5006,21,low,0
2.02,8309,20,low,0
4.25,6468,10,medium,0
3.3,3319,10,high,0
4.51,6010,22,medium,0
4.43,2725,3,medium,0
4.39,4222,4,medium,0
3.13,6038,23,low,0
3.03,1188,21,high,0
4.14,3937,1,high,0
5.0,9297,17,low,0
2.25,6007,24,medium,0
3.99,2501,23,medium,0
2.06,3510,20,low,0
3.89,6586,27,medium,0
2.62,8409,18,high,0
4.55,9332,16,low,0
2.39,4880,21,medium,0
2.94,5516,24,medium,0
1.38,3311,3,low,0
3.03,8256,26,low,0
3.45,2978,15,high,1
3.21,8374,19,low,0
4.39,3618,21,medium,0
3.08,3339,31,medium,0
1.05,5028,17,low,0
1.0,2182,7,medium,0
3.04,7616,17,low,0
1.78,2692,18,high,0
5.0,8275,9,high,0
2.07,1972,2,low,0
3.98,4298,19,high,0
5.0,7365,29,high,0
4.18,5778,4,low,0
3.44,6600,16,high,0
3.08,2194,15,medium,1
4.67,8728,29,low,0
5.0,7676,3,high,1
4.24,7601,29,medium,0
3.77,4179,27,high,0
5.0,8352,5,high,0
3.35,3764,4,medium,0
2.59,2797,2,low,0
4.81,9033,20,medium,0
3.93,4502,26,medium,1
4.66,9317,1,low,0
4.35,9579,22,low,0
4.02,9643,2,high,0
4.4,1066,10,high,0
4.48,5700,4,medium,0
5.0,7611,15,high,0
2.83,4236,17,low,0
3.67,4964,2,low,0
3.61,5460,18,medium,0
4.5,5593,31,medium,0
2.43,6115,7,low,1
2.74,8432,21,low,0
2.96,6402,19,low,0
3.7,3521,14,medium,0
4.58,4914,23,high,0
4.12,6610,17,medium,0
1.86,3070,8,medium,0
3.53,5821,8,medium,0
5.0,7160,10,low,0
1.97,6761,6,high,0
4.06,3802,21,high,0
2.57,3784,6,medium,0
3.02,9027,20,low,0
4.34,8465,22,low,1
5.0,8112,8,medium,0
4.08,8775,21,medium,0
5.0,3377,25,high,0
3.75,5511,25,low,0
3.65,9406,31,low,0
4.81,8427,31,low,0
4.5,4432,26,low,0
3.2,3100,4,low,0
1.0,3533,21,low,0
4.47,7278,30,low,0
1.7,7302,28,high,0
1.93,8130,12,low,0
2.76,8286,2,low,0
2.79,4963,6,medium,0
3.96,1630,30,medium,0
5.0,7766,20,medium,0
4.55,3227,1,high,0
4.26,8504,19,medium,0
2.51,9839,18,medium,1
2.97,7830,9,high,0
4.45,9777,4,medium,0
4.39,5471,14,medium,0
3.4,1200,20,high,1
2.41,5392,5,low,0
3.04,2366,4,low,0
4.0,3285,1,medium,1
3.34,4041,17,medium,0
2.15,4816,22,low,0
3.4,1813,22,high,1
2.87,1272,17,low,0
4.2,4525,26,medium,0
1.68,8827,18,high,0
4.42,9957,13,medium,1
4.93,8084,1,high,0
4.19,9722,19,low,0
2.04,4762,4,low,0
3.1,8931,16,high,1
2.65,4235,4,high,0
2.54,4470,24,low,1
3.34,8439,6,high,0
1.02,1925,18,medium,0
3.48,4263,9,medium,0
4.05,4166,12,low,0
2.95,2038,11,high,0
2.15,5251,4,low,0
5.0,9589,24,high,0
2.26,3971,21,high,0
3.86,9326,13,medium,1
4.37,9704,13,high,0
4.07,7811,15,medium,0
3.74,8640,31,low,0
1.7,9788,30,low,0
4.2,7101,15,high,0
2.8,4621,17,high,0
1.7,3286,2,medium,0
5.0,8861,13,medium,0
4.0,9248,7,medium,0
3.74,8323,24,low,0
4.14,8321,11,medium,0
3.4,7562,10,medium,0
2.89,2863,18,high,0
5.0,2480,14,low,0
3.74,5039,8,medium,0
3.38,3218,21,high,0
3.32,5743,29,low,0
3.38,5198,12,medium,0
3.01,8354,24,low,0
2.23,4007,5,medium,0
5.0,7425,11,medium,0
3.02,6725,23,medium,0
3.6,9181,26,low,0
3.58,2299,23,medium,0
3.52,5728,14,high,0
2.65,4199,23,high,0
3.27,3038,6,medium,0
3.17,8671,18,low,0
4.83,7519,19,high,0
1.74,6405,25,medium,0
1.66,2380,14,high,0
3.83,4660,3,high,0
2.84,2817,6,medium,0
3.52,9685,9,low,0
2.04,2169,11,low,1
2.11,2589,13,low,0
5.0,6620,27,medium,0
2.77,3211,5,low,0
3.16,5551,11,high,0
4.69,8815,14,high,0
4.02,9301,25,medium,0
1.66,5944,25,medium,0
3.16,3603,8,medium,0
4.71,7779,9,medium,0
1.22,2506,31,medium,0
1.0,8252,23,low,0
3.97,9966,23,high,0
4.06,6136,8,low,0
4.99,2063,15,low,0
4.84,3811,15,high,0
4.67,1485,7,low,0
3.45,5126,11,high,0
3.64,5968,23,medium,0
2.22,7108,13,low,0
3.19,3293,21,high,0
5.0,9382,3,high,0
2.78,2285,3,low,0
2.54,6740,25,low,0
4.12,9599,16,low,0
1.9,1558,21,medium,0
5.0,9115,15,high,1
3.9,2755,13,medium,0
1.08,3538,26,low,0
4.26,2950,6,low,0
5.0,8602,29,high,0
4.02,6875,12,medium,0
4.57,5905,22,high,1
3.66,5405,23,high,0
2.73,2776,5,low,0
2.92,4125,19,low,0
5.0,6978,11,medium,0
4.33,4149,16,medium,0
3.64,3202,20,medium,0
2.51,3874,30,high,1
3.88,4899,27,low,0
4.5,8646,26,high,0
1.62,6144,23,high,0
1.67,3772,4,high,0
3.14,2783,25,high,0
2.92,2253,5,medium,0
2.7,7211,15,low,0
5.0,5541,10,high,0
3.14,6758,30,medium,0
4.45,4660,11,medium,0
2.11,1434,4,high,0
3.91,1645,9,high,0
4.69,4487,27,high,0
2.89,5836,4,low,1
4.91,3513,18,medium,1
3.84,6876,5,high,0
4.96,9729,2,high,0
4.34,5637,15,medium,0
2.09,9745,22,low,0
5.0,5453,14,medium,0
1.32,2019,2,high,0
4.0,7889,24,low,0
3.22,4718,7,medium,0
2.74,2221,27,high,0
2.29,4207,31,high,0
2.3,2681,24,low,0
5.0,5850,16,medium,0
5.0,8027,31,low,0
3.09,2164,15,low,0
1.39,3507,1,low,1
2.7,6950,10,medium,0
2.47,3463,15,high,0
1.74,8893,1,low,0
4.15,2416,3,high,1
2.82,8778,27,medium,0
4.2,8931,8,high,0
5.0,9871,23,high,0
4.28,3990,1,medium,0
1.46,4338,6,low,0
2.8,8774,17,medium,0
3.64,9824,28,low,0
4.63,6460,30,low,0
3.51,3357,27,low,0
4.66,7022,3,low,0
3.56,2594,19,low,0
4.78,5288,25,low,0
4.27,9511,14,medium,0
3.9,2146,30,high,0
2.54,3823,1,low,0
2.42,6485,29,high,0
1.69,1204,17,medium,0
4.37,8127,16,low,1
2.75,9697,11,medium,0
4.35,8532,2,high,0
2.11,6455,19,medium,0
2.14,3448,17,low,0
3.89,1367,18,medium,0
3.23,9621,15,low,0
1.6,8770,29,low,0
4.54,4763,18,medium,0
4.05,9898,9,medium,0
3.99,3568,12,high,0
2.38,3389,14,high,0
5.0,8181,25,medium,1
2.32,5436,7,medium,0
3.89,8645,9,high,1
4.74,6578,19,high,0
2.49,5302,4,medium,0
2.11,3573,20,high,0
3.83,5589,28,medium,0
1.86,9734,29,low,0
4.58,9922,4,medium,0
5.0,9079,25,high,0
3.64,2347,21,high,0
4.19,2369,2,medium,0
3.81,7954,24,high,0
5.0,4209,29,high,0
3.83,7495,3,low,0
2.7,5860,11,high,0
5.0,2304,6,high,0
4.25,9934,8,low,0
5.0,8002,5,high,0
1.15,8792,22,low,0
2.95,6137,9,medium,0
4.39,8721,29,low,0
3.1,3636,6,high,1
2.33,7509,15,low,0
2.25,1500,5,high,0
4.65,9468,6,medium,0
3.63,6009,10,medium,0
4.28,4250,12,medium,1
1.0,3981,19,low,0
3.77,5612,6,high,0
4.15,3070,10,high,0
3.32,5651,8,medium,0
3.15,2880,19,medium,0
3.47,7555,21,low,0
2.75,6718,15,low,0
1.67,3757,31,low,0
1.9,1643,22,medium,0
5.0,6344,3,medium,0
4.85,9878,14,medium,0
3.77,9188,31,low,0
1.61,2079,23,medium,0
2.69,2331,10,high,0
4.37,8679,11,high,0
2.47,1382,12,high,0
1.64,5039,16,medium,0
2.49,8085,18,medium,0
2.37,2942,18,low,1
2.89,4419,30,low,0
3.37,7302,28,low,0
2.47,3744,1,high,0
4.52,9750,12,medium,0
1.28,4617,25,medium,0
3.91,7235,8,low,0
2.53,3346,28,low,0
3.84,6026,4,high,0
3.16,8300,28,high,0
2.81,2401,1,medium,0
3.58,4800,6,medium,0
2.6,1497,26,medium,0
3.22,9124,27,medium,0
3.78,8647,13,high,0
1.9,8905,22,medium,0
3.87,4636,11,low,1
4.4,6447,9,low,0
5.0,8343,31,high,0
3.03,3310,28,low,0
4.28,5348,9,medium,0
4.13,7457,24,medium,0
3.81,2495,13,low,0
4.3,6354,7,low,1
2.06,1018,21,high,0
3.22,5621,29,low,0
4.03,1916,1,medium,0
2.12,3974,4,high,0
3.31,8656,9,low,0
3.28,1113,11,medium,0
3.33,2084,21,medium,0
4.47,4644,10,high,0
3.51,4091,13,medium,0
3.22,9824,11,low,0
4.7,8369,25,medium,0
4.01,6649,3,medium,0
2.94,3117,22,low,0
2.25,5337,8,low,0
3.52,1305,25,low,1
4.2,3369,7,low,1
2.94,3397,4,high,1
3.13,9897,13,medium,0
3.72,4953,22,high,1
3.22,6057,13,medium,0
4.25,7140,5,low,0
5.0,4160,30,high,1
5.0,5320,4,high,0
2.62,8867,19,medium,0
2.83,6456,16,medium,0
1.66,1880,7,low,0
2.21,4545,16,low,0
3.5,9522,4,low,1
3.23,4673,22,high,0
3.05,7056,15,low,0
3.17,2530,17,high,0
2.29,2258,27,low,0
5.0,9544,16,high,0
3.27,3145,16,high,0
4.12,2467,30,medium,0
5.0,3271,4,medium,0
1.0,1289,27,low,0
3.05,1162,10,low,0
2.76,5383,18,low,0
4.54,3025,5,high,0
1.81,9787,25,medium,0
3.67,7394,3,high,0
3.66,8264,7,low,0
2.71,9031,1,high,0
5.0,7670,12,high,0
5.0,9836,15,high,0
2.34,1625,9,low,0
4.06,1682,11,medium,0
3.2,7275,16,high,0
3.82,8840,22,low,0
4.0,5686,21,low,0
4.52,5048,10,low,1
3.71,7019,16,low,0
3.78,9897,4,medium,0
3.77,2687,9,medium,0
2.01,9682,1,high,0
3.82,8495,3,high,0
4.39,9433,31,high,0
2.69,3061,31,low,0
4.51,2319,11,medium,0
3.49,7456,28,high,0
5.0,7919,18,low,1
4.79,3974,7,high,0
3.75,9642,24,low,0
2.45,8453,31,low,0
2.3,2247,8,medium,0
3.08,1382,28,medium,0
2.62,8522,14,medium,0
3.11,6137,28,medium,0
3.64,9911,29,medium,0
3.45,9991,21,low,0
3.36,5120,25,high,0
4.02,3770,19,medium,0
2.94,5937,4,high,0
5.0,2362,31,high,0
4.35,6688,20,low,0
3.78,2571,22,low,0
2.87,4114,1,low,1
3.13,6882,19,low,0
4.27,4829,4,low,0
4.09,7837,11,low,0
3.25,9233,27,low,0
2.9,3853,6,medium,0
2.99,8816,10,medium,0
3.12,8557,17,medium,0
4.8,3632,1,high,0
3.24,2955,21,low,0
2.85,2133,12,medium,0
2.85,7077,9,high,0
2.8,8927,8,low,0
2.17,3503,16,medium,0
2.77,7553,20,medium,0
5.0,1502,8,low,0
4.09,1750,30,high,0
3.4,1471,8,low,1
3.53,9153,25,medium,0
4.2,4225,7,high,0
3.52,2529,21,high,0
3.77,3090,19,high,0
1.23,3692,20,low,0
5.0,3555,5,medium,0
2.25,7628,9,medium,0
3.27,9230,12,low,0
4.04,5736,13,low,0
3.0,4735,2,high,0
1.7,5650,13,medium,0
3.17,7172,4,high,0
2.72,9722,27,low,0
2.77,2746,21,medium,0
5.0,7618,22,high,0
3.66,3482,26,medium,0
4.75,7393,27,medium,0
4.2,6967,3,medium,0
3.87,7137,1,high,0
4.81,9021,25,high,0
4.61,8169,30,medium,0
2.17,2573,17,low,0
4.36,7711,25,medium,0
4.34,5577,19,medium,0
1.0,6423,17,low,0
1.9,3739,3,low,0
2.64,2846,17,medium,0
1.02,8233,2,low,0
2.11,1657,17,low,0
4.53,5176,29,medium,0
1.91,1778,17,medium,0
2.68,8616,27,medium,1
3.0,2153,2,low,1
4.47,3276,20,medium,0
2.36,1298,30,high,0
3.17,4523,16,high,0
2.95,4172,23,low,0
3.62,3738,13,low,0
2.87,5688,30,high,0
3.02,5163,31,medium,0
4.44,6491,16,high,0
3.66,6340,3,low,0
3.84,2136,23,low,0
2.08,4016,16,low,0
5.0,8505,3,low,0
4.23,1867,20,low,0
5.0,3704,13,high,0
3.55,4069,1,medium,0
5.0,7641,21,high,1
5.0,8345,21,medium,0
2.13,8782,29,low,0
3.08,7739,22,low,0
3.07,2889,12,high,0
3.1,2927,29,low,0
3.86,7818,20,medium,0
4.32,9992,1,medium,0
4.5,8325,18,high,0
3.2,1562,28,medium,0
3.19,2743,29,medium,0
3.43,6460,5,high,0
4.79,9550,22,medium,0
4.24,3201,22,low,0
4.04,8845,12,medium,0
3.78,8071,31,high,0
5.0,3424,4,high,1
3.67,8895,27,high,0
5.0,9250,15,low,1
2.81,6303,12,low,0
2.92,8035,26,low,0
3.14,2971,8,medium,0
3.86,7612,21,high,0
1.38,1870,17,low,0
1.86,9230,13,medium,0
4.85,3010,12,medium,0
5.0,4952,2,low,0
2.94,3544,17,low,0
2.22,8781,19,medium,0
4.66,3448,22,high,0
4.19,9654,28,medium,0
5.0,7540,28,low,0
3.97,8114,2,medium,0
3.1,1196,18,high,0
4.47,2992,10,high,1
2.94,8394,8,medium,0
2.49,3332,11,low,0
3.18,4462,1,high,0
3.35,8459,23,medium,0
2.72,6567,16,high,0
3.75,6139,19,high,1
5.0,7032,12,high,0
3.09,3505,7,low,0
3.05,2817,1,high,0
3.9,9410,17,low,0
4.85,8427,22,medium,0
3.46,9505,7,medium,0
1.0,1970,19,low,0
1.45,5118,28,medium,0
3.66,3143,3,medium,0
3.92,9092,16,medium,0
1.03,9581,27,low,0
