target,monthly_income,time_of_month,savings,guests
4,5476,21,high,0
3,7022,4,medium,0
2,7395,31,low,0
1,1846,2,medium,0
3,9585,27,medium,0
2,5359,7,low,0
5,4559,11,medium,0
2,6686,23,low,0
3,5511,8,high,0
1,5110,8,high,0
4,3773,5,medium,0
1,2860,24,medium,0
5,5817,15,medium,0
2,5476,11,low,0
4,5325,10,low,1
4,5113,22,medium,0
3,6643,29,low,0
3,8326,14,medium,0
3,9499,23,low,0
3,8193,29,medium,0
2,8305,4,low,0
1,4310,28,medium,0
1,2782,18,medium,0
2,7458,7,low,0
4,5604,23,high,0
3,4983,25,medium,1
2,2255,25,medium,0
4,8695,19,high,0
3,8775,21,high,0
4,7371,26,high,0
3,6678,24,medium,0
2,5115,24,low,0
2,1435,6,high,0
1,1725,23,low,0
2,3161,2,high,0
4,7554,3,low,0
1,2694,25,high,0
3,3162,19,medium,0
3,2870,20,medium,0
5,4982,31,high,0
3,1738,10,high,0
4,6896,16,high,0
3,1185,16,high,0
3,7971,24,medium,1
4,3310,20,low,0
3,7263,17,low,0
1,1694,12,low,0
3,7168,9,high,0
4,7546,22,medium,0
3,9468,10,medium,1
3,9366,5,low,0
1,2916,1,low,0
4,7905,12,medium,0
5,4313,7,medium,0
5,3127,27,medium,1
5,3316,7,low,0
1,1897,22,low,0
3,5101,18,medium,0
2,4595,9,medium,0
2,6208,29,low,0
4,4448,11,low,0
2,2261,28,low,1
3,9403,30,high,0
2,9730,26,medium,0
4,8539,2,high,0
3,2849,10,medium,0
1,5311,28,low,0
4,7448,24,medium,0
4,4336,12,high,1
1,1522,14,medium,0
5,3087,15,high,0
4,5867,4,low,1
5,6036,4,medium,0
3,9247,21,high,0
3,9158,29,medium,0
3,6023,4,high,0
1,7141,4,medium,0
5,7925,10,high,0
3,3252,6,medium,0
2,3387,24,low,1
3,1741,1,high,0
2,1609,12,low,0
3,6996,8,low,0
2,9764,20,high,0
4,5595,3,high,0
3,7424,9,low,0
4,8322,3,low,1
4,4090,15,medium,1
1,1460,26,high,0
3,4590,3,medium,1
2,2966,21,medium,1
1,6690,11,low,0
2,3690,15,high,0
4,3271,3,high,0
1,7220,3,low,0
2,8351,3,medium,0
3,2669,3,high,0
1,8857,25,medium,0
4,6741,15,high,0
2,1271,5,medium,0
1,5822,24,high,0
4,5667,18,high,0
2,1373,24,medium,1
1,2375,15,high,0
5,3279,2,high,0
3,7069,1,medium,1
2,9996,9,low,1
3,7153,25,medium,0
3,1122,24,medium,0
2,7784,22,low,0
3,7856,14,low,0
5,8658,28,medium,0
2,1320,19,medium,0
2,1188,30,low,0
2,4236,2,medium,0
3,9581,6,low,0
2,1397,12,low,0
2,7515,28,low,0
1,1713,24,low,1
2,2989,5,medium,0
5,6965,10,low,0
3,6793,9,high,0
3,9185,20,medium,0
3,3398,9,medium,0
2,9942,23,high,0
2,8807,19,medium,0
3,7125,31,medium,0
4,2527,14,medium,0
4,4559,15,high,0
4,8539,21,high,0
3,2785,8,medium,0
3,7792,11,medium,0
3,8199,3,high,0
3,3863,17,medium,0
4,8629,12,low,1
3,3898,7,medium,0
2,7594,20,low,0
4,7370,3,high,0
5,8636,6,low,1
4,7893,15,medium,0
2,2339,29,high,0
5,6305,3,medium,0
1,9117,17,medium,0
4,3144,3,high,0
2,6377,4,high,0
4,4150,25,medium,0
3,2169,7,low,0
2,5256,2,medium,0
4,8513,3,medium,0
4,6094,19,low,1
2,9184,16,medium,0
2,7953,5,medium,0
2,1588,16,low,0
2,2999,15,high,0
2,2136,23,medium,0
3,3086,16,low,0
2,9785,21,low,1
3,5518,6,low,0
4,7187,6,medium,0
2,3532,14,medium,1
3,8836,12,low,0
2,1913,18,medium,0
3,6648,15,low,0
3,9806,7,low,0
3,9053,31,low,0
3,9294,13,medium,0
4,9173,25,medium,0
2,3138,11,medium,0
4,2731,15,medium,0
2,6189,3,low,0
5,8238,27,high,0
4,6338,25,low,0
3,5478,15,medium,0
5,9055,12,high,0
3,1658,2,high,0
4,8027,13,medium,0
3,2770,29,low,1
2,2374,28,low,0
1,4119,28,low,0
2,8573,11,low,0
2,2094,29,low,0
5,5112,6,high,0
2,6903,22,high,0
5,9275,8,high,0
5,9283,3,low,0
3,9774,5,high,0
2,6949,14,low,1
4,8786,21,low,0
1,1256,16,low,0
1,4118,11,medium,0
4,6968,17,medium,0
3,1717,2,low,1
2,7652,12,medium,0
2,7160,21,low,1
3,8051,18,low,0
2,7281,31,low,0
4,4600,9,high,0
2,2140,23,high,0
4,8357,27,medium,1
3,3058,10,high,0
1,2249,16,low,0
2,1380,4,medium,0
3,7182,12,high,0
4,6666,25,high,0
4,8723,5,low,1
1,2407,28,low,0
4,7200,9,low,0
5,8116,9,high,0
5,8154,11,medium,0
4,8983,20,high,0
3,5414,16,high,0
2,9797,16,high,0
3,5531,29,high,0
4,8151,27,high,0
4,9728,15,medium,0
2,9996,29,low,1
2,6647,13,high,0
3,7080,20,low,0
2,4320,11,medium,0
1,2664,3,low,0
3,5890,1,low,0
3,2540,14,low,1
2,2361,31,high,0
2,1268,30,medium,0
1,2855,30,high,0
3,5455,11,medium,0
3,7244,26,low,1
3,2122,9,high,0
2,6195,7,low,0
3,7707,19,low,0
2,2026,28,medium,0
1,5428,9,medium,0
1,3488,16,medium,0
4,5856,4,medium,1
3,2337,28,high,0
5,7507,15,high,0
2,1415,12,low,0
1,1854,2,low,0
4,8498,27,low,1
3,9101,12,low,0
3,3112,15,medium,0
2,5531,12,low,0
1,7540,26,medium,0
1,2211,14,low,0
2,2233,1,medium,0
5,7469,6,medium,0
3,9431,31,medium,0
4,9468,20,high,1
3,9444,6,high,0
1,4376,20,low,0
2,7963,31,low,0
3,2651,6,high,0
3,4553,28,high,1
2,8207,28,low,0
2,1502,10,low,0
2,2664,10,low,0
4,4754,20,high,0
3,5356,1,low,0
3,3110,21,high,0
3,4993,23,high,0
2,9498,16,low,0
1,2515,2,high,0
4,9956,29,high,0
3,5353,11,high,0
4,8585,16,high,0
3,4444,21,medium,0
3,6970,13,medium,0
3,8453,27,high,0
1,8785,24,low,0
4,2086,3,low,0
2,9699,28,medium,0
2,6047,13,low,0
2,4125,13,low,0
2,5406,15,low,0
1,1905,24,high,0
2,7384,2,low,0
3,4063,9,low,0
3,4659,21,low,0
3,9464,29,high,0
3,4017,22,high,0
2,4566,18,high,0
3,2409,11,high,0
2,7392,27,low,0
4,3125,6,low,0
3,1025,18,medium,0
4,7641,3,medium,0
2,6146,27,medium,0
1,2604,3,low,0
4,9831,8,low,1
5,9006,6,medium,0
3,6596,13,high,0
3,3064,9,high,0
4,6196,3,low,0
2,6181,17,high,0
4,7641,21,medium,0
5,5145,17,high,0
3,5614,1,medium,0
1,5006,21,low,0
2,8309,20,low,0
4,6468,10,medium,0
3,3319,10,high,0
4,6010,22,medium,0
4,2725,3,medium,0
4,4222,4,medium,0
3,6038,23,low,0
2,1188,21,high,0
4,3937,1,high,0
5,9297,17,low,0
2,6007,24,medium,0
3,2501,23,medium,0
2,3510,20,low,0
3,6586,27,medium,0
2,8409,18,high,0
4,9332,16,low,0
2,4880,21,medium,0
2,5516,24,medium,0
1,3311,3,low,0
3,8256,26,low,0
3,2978,15,high,1
3,8374,19,low,0
4,3618,21,medium,0
3,3339,31,medium,0
1,5028,17,low,0
1,2182,7,medium,0
3,7616,17,low,0
1,2692,18,high,0
5,8275,9,high,0
1,1972,2,low,0
3,4298,19,high,0
5,7365,29,high,0
4,5778,4,low,0
3,6600,16,high,0
2,2194,15,medium,1
4,8728,29,low,0
5,7676,3,high,1
4,7601,29,medium,0
3,4179,27,high,0
5,8352,5,high,0
3,3764,4,medium,0
2,2797,2,low,0
4,9033,20,medium,0
3,4502,26,medium,1
4,9317,1,low,0
4,9579,22,low,0
4,9643,2,high,0
4,1066,10,high,0
4,5700,4,medium,0
5,7611,15,high,0
2,4236,17,low,0
3,4964,2,low,0
3,5460,18,medium,0
4,5593,31,medium,0
2,6115,7,low,1
2,8432,21,low,0
2,6402,19,low,0
3,3521,14,medium,0
4,4914,23,high,0
4,6610,17,medium,0
1,3070,8,medium,0
3,5821,8,medium,0
5,7160,10,low,0
1,6761,6,high,0
4,3802,21,high,0
2,3784,6,medium,0
3,9027,20,low,0
4,8465,22,low,1
5,8112,8,medium,0
4,8775,21,medium,0
5,3377,25,high,0
3,5511,25,low,0
3,9406,31,low,0
4,8427,31,low,0
4,4432,26,low,0
3,3100,4,low,0
1,3533,21,low,0
4,7278,30,low,0
1,7302,28,high,0
1,8130,12,low,0
2,8286,2,low,0
2,4963,6,medium,0
3,1630,30,medium,0
5,7766,20,medium,0
4,3227,1,high,0
4,8504,19,medium,0
2,9839,18,medium,1
2,7830,9,high,0
4,9777,4,medium,0
4,5471,14,medium,0
3,1200,20,high,1
2,5392,5,low,0
2,2366,4,low,0
4,3285,1,medium,1
3,4041,17,medium,0
2,4816,22,low,0
3,1813,22,high,1
2,1272,17,low,0
4,4525,26,medium,0
1,8827,18,high,0
4,9957,13,medium,1
4,8084,1,high,0
4,9722,19,low,0
2,4762,4,low,0
3,8931,16,high,1
2,4235,4,high,0
2,4470,24,low,1
3,8439,6,high,0
1,1925,18,medium,0
3,4263,9,medium,0
4,4166,12,low,0
2,2038,11,high,0
2,5251,4,low,0
5,9589,24,high,0
2,3971,21,high,0
3,9326,13,medium,1
4,9704,13,high,0
4,7811,15,medium,0
3,8640,31,low,0
1,9788,30,low,0
4,7101,15,high,0
2,4621,17,high,0
1,3286,2,medium,0
5,8861,13,medium,0
4,9248,7,medium,0
3,8323,24,low,0
4,8321,11,medium,0
3,7562,10,medium,0
2,2863,18,high,0
4,2480,14,low,0
3,5039,8,medium,0
3,3218,21,high,0
3,5743,29,low,0
3,5198,12,medium,0
3,8354,24,low,0
2,4007,5,medium,0
5,7425,11,medium,0
3,6725,23,medium,0
3,9181,26,low,0
3,2299,23,medium,0
3,5728,14,high,0
2,4199,23,high,0
3,3038,6,medium,0
3,8671,18,low,0
4,7519,19,high,0
1,6405,25,medium,0
1,2380,14,high,0
3,4660,3,high,0
2,2817,6,medium,0
3,9685,9,low,0
1,2169,11,low,1
1,2589,13,low,0
5,6620,27,medium,0
2,3211,5,low,0
3,5551,11,high,0
4,8815,14,high,0
4,9301,25,medium,0
1,5944,25,medium,0
3,3603,8,medium,0
4,7779,9,medium,0
1,2506,31,medium,0
1,8252,23,low,0
3,9966,23,high,0
4,6136,8,low,0
4,2063,15,low,0
4,3811,15,high,0
4,1485,7,low,0
3,5126,11,high,0
3,5968,23,medium,0
2,7108,13,low,0
3,3293,21,high,0
5,9382,3,high,0
2,2285,3,low,0
2,6740,25,low,0
4,9599,16,low,0
1,1558,21,medium,0
5,9115,15,high,1
3,2755,13,medium,0
1,3538,26,low,0
3,2950,6,low,0
5,8602,29,high,0
4,6875,12,medium,0
4,5905,22,high,1
3,5405,23,high,0
2,2776,5,low,0
2,4125,19,low,0
5,6978,11,medium,0
4,4149,16,medium,0
3,3202,20,medium,0
2,3874,30,high,1
3,4899,27,low,0
4,8646,26,high,0
1,6144,23,high,0
1,3772,4,high,0
2,2783,25,high,0
2,2253,5,medium,0
2,7211,15,low,0
5,5541,10,high,0
3,6758,30,medium,0
4,4660,11,medium,0
1,1434,4,high,0
3,1645,9,high,0
4,4487,27,high,0
2,5836,4,low,1
4,3513,18,medium,1
3,6876,5,high,0
4,9729,2,high,0
4,5637,15,medium,0
2,9745,22,low,0
5,5453,14,medium,0
1,2019,2,high,0
4,7889,24,low,0
3,4718,7,medium,0
2,2221,27,high,0
2,4207,31,high,0
1,2681,24,low,0
5,5850,16,medium,0
5,8027,31,low,0
2,2164,15,low,0
1,3507,1,low,1
2,6950,10,medium,0
2,3463,15,high,0
1,8893,1,low,0
3,2416,3,high,1
2,8778,27,medium,0
4,8931,8,high,0
5,9871,23,high,0
4,3990,1,medium,0
1,4338,6,low,0
2,8774,17,medium,0
3,9824,28,low,0
4,6460,30,low,0
3,3357,27,low,0
4,7022,3,low,0
3,2594,19,low,0
4,5288,25,low,0
4,9511,14,medium,0
3,2146,30,high,0
2,3823,1,low,0
2,6485,29,high,0
1,1204,17,medium,0
4,8127,16,low,1
2,9697,11,medium,0
4,8532,2,high,0
2,6455,19,medium,0
2,3448,17,low,0
3,1367,18,medium,0
3,9621,15,low,0
1,8770,29,low,0
4,4763,18,medium,0
4,9898,9,medium,0
3,3568,12,high,0
2,3389,14,high,0
5,8181,25,medium,1
2,5436,7,medium,0
3,8645,9,high,1
4,6578,19,high,0
2,5302,4,medium,0
2,3573,20,high,0
3,5589,28,medium,0
1,9734,29,low,0
4,9922,4,medium,0
5,9079,25,high,0
3,2347,21,high,0
3,2369,2,medium,0
3,7954,24,high,0
5,4209,29,high,0
3,7495,3,low,0
2,5860,11,high,0
4,2304,6,high,0
4,9934,8,low,0
5,8002,5,high,0
1,8792,22,low,0
2,6137,9,medium,0
4,8721,29,low,0
3,3636,6,high,1
2,7509,15,low,0
1,1500,5,high,0
4,9468,6,medium,0
3,6009,10,medium,0
4,4250,12,medium,1
1,3981,19,low,0
3,5612,6,high,0
4,3070,10,high,0
3,5651,8,medium,0
2,2880,19,medium,0
3,7555,21,low,0
2,6718,15,low,0
1,3757,31,low,0
1,1643,22,medium,0
5,6344,3,medium,0
4,9878,14,medium,0
3,9188,31,low,0
1,2079,23,medium,0
2,2331,10,high,0
4,8679,11,high,0
2,1382,12,high,0
1,5039,16,medium,0
2,8085,18,medium,0
1,2942,18,low,1
2,4419,30,low,0
3,7302,28,low,0
2,3744,1,high,0
4,9750,12,medium,0
1,4617,25,medium,0
3,7235,8,low,0
2,3346,28,low,0
3,6026,4,high,0
3,8300,28,high,0
2,2401,1,medium,0
3,4800,6,medium,0
2,1497,26,medium,0
3,9124,27,medium,0
3,8647,13,high,0
1,8905,22,medium,0
3,4636,11,low,1
4,6447,9,low,0
5,8343,31,high,0
3,3310,28,low,0
4,5348,9,medium,0
4,7457,24,medium,0
3,2495,13,low,0
4,6354,7,low,1
1,1018,21,high,0
3,5621,29,low,0
3,1916,1,medium,0
2,3974,4,high,0
3,8656,9,low,0
2,1113,11,medium,0
2,2084,21,medium,0
4,4644,10,high,0
3,4091,13,medium,0
3,9824,11,low,0
4,8369,25,medium,0
4,6649,3,medium,0
2,3117,22,low,0
2,5337,8,low,0
3,1305,25,low,1
4,3369,7,low,1
2,3397,4,high,1
3,9897,13,medium,0
3,4953,22,high,1
3,6057,13,medium,0
4,7140,5,low,0
5,4160,30,high,1
5,5320,4,high,0
2,8867,19,medium,0
2,6456,16,medium,0
1,1880,7,low,0
2,4545,16,low,0
3,9522,4,low,1
3,4673,22,high,0
3,7056,15,low,0
2,2530,17,high,0
1,2258,27,low,0
5,9544,16,high,0
3,3145,16,high,0
3,2467,30,medium,0
5,3271,4,medium,0
1,1289,27,low,0
2,1162,10,low,0
2,5383,18,low,0
4,3025,5,high,0
1,9787,25,medium,0
3,7394,3,high,0
3,8264,7,low,0
2,9031,1,high,0
5,7670,12,high,0
5,9836,15,high,0
1,1625,9,low,0
3,1682,11,medium,0
3,7275,16,high,0
3,8840,22,low,0
4,5686,21,low,0
4,5048,10,low,1
3,7019,16,low,0
3,9897,4,medium,0
3,2687,9,medium,0
2,9682,1,high,0
3,8495,3,high,0
4,9433,31,high,0
2,3061,31,low,0
4,2319,11,medium,0
3,7456,28,high,0
5,7919,18,low,1
4,3974,7,high,0
3,9642,24,low,0
2,8453,31,low,0
1,2247,8,medium,0
2,1382,28,medium,0
2,8522,14,medium,0
3,6137,28,medium,0
3,9911,29,medium,0
3,9991,21,low,0
3,5120,25,high,0
4,3770,19,medium,0
2,5937,4,high,0
4,2362,31,high,0
4,6688,20,low,0
3,2571,22,low,0
2,4114,1,low,1
3,6882,19,low,0
4,4829,4,low,0
4,7837,11,low,0
3,9233,27,low,0
2,3853,6,medium,0
2,8816,10,medium,0
3,8557,17,medium,0
4,3632,1,high,0
2,2955,21,low,0
2,2133,12,medium,0
2,7077,9,high,0
2,8927,8,low,0
2,3503,16,medium,0
2,7553,20,medium,0
5,1502,8,low,0
3,1750,30,high,0
3,1471,8,low,1
3,9153,25,medium,0
4,4225,7,high,0
3,2529,21,high,0
3,3090,19,high,0
1,3692,20,low,0
5,3555,5,medium,0
2,7628,9,medium,0
3,9230,12,low,0
4,5736,13,low,0
3,4735,2,high,0
1,5650,13,medium,0
3,7172,4,high,0
2,9722,27,low,0
2,2746,21,medium,0
5,7618,22,high,0
3,3482,26,medium,0
4,7393,27,medium,0
4,6967,3,medium,0
3,7137,1,high,0
4,9021,25,high,0
4,8169,30,medium,0
1,2573,17,low,0
4,7711,25,medium,0
4,5577,19,medium,0
1,6423,17,low,0
1,3739,3,low,0
2,2846,17,medium,0
1,8233,2,low,0
1,1657,17,low,0
4,5176,29,medium,0
1,1778,17,medium,0
2,8616,27,medium,1
2,2153,2,low,1
4,3276,20,medium,0
1,1298,30,high,0
3,4523,16,high,0
2,4172,23,low,0
3,3738,13,low,0
2,5688,30,high,0
3,5163,31,medium,0
4,6491,16,high,0
3,6340,3,low,0
3,2136,23,low,0
2,4016,16,low,0
5,8505,3,low,0
3,1867,20,low,0
5,3704,13,high,0
3,4069,1,medium,0
5,7641,21,high,1
5,8345,21,medium,0
2,8782,29,low,0
3,7739,22,low,0
2,2889,12,high,0
2,2927,29,low,0
3,7818,20,medium,0
4,9992,1,medium,0
4,8325,18,high,0
2,1562,28,medium,0
2,2743,29,medium,0
3,6460,5,high,0
4,9550,22,medium,0
4,3201,22,low,0
4,8845,12,medium,0
3,8071,31,high,0
5,3424,4,high,1
3,8895,27,high,0
5,9250,15,low,1
2,6303,12,low,0
2,8035,26,low,0
2,2971,8,medium,0
3,7612,21,high,0
1,1870,17,low,0
1,9230,13,medium,0
4,3010,12,medium,0
5,4952,2,low,0
2,3544,17,low,0
2,8781,19,medium,0
4,3448,22,high,0
4,9654,28,medium,0
5,7540,28,low,0
3,8114,2,medium,0
2,1196,18,high,0
4,2992,10,high,1
2,8394,8,medium,0
2,3332,11,low,0
3,4462,1,high,0
3,8459,23,medium,0
2,6567,16,high,0
3,6139,19,high,1
5,7032,12,high,0
3,3505,7,low,0
2,2817,1,high,0
3,9410,17,low,0
4,8427,22,medium,0
3,9505,7,medium,0
1,1970,19,low,0
1,5118,28,medium,0
3,3143,3,medium,0
3,9092,16,medium,0
1,9581,27,low,0
